5136,2265,2927
5128,2272,2927
5120,2272,2927
5112,2283,2927
5104,2288,2926
5096,2290,2922
5088,2301,2751
5080,2304,2751
5072,2368,2721
5064,2368,2719
5056,2380,2719
5048,2384,2719
5040,2386,2719
5032,2398,2714
5024,2400,2710
5016,2404,2705
5008,2416,2703
5000,2416,2703
